Energy(eV),Osc
5.123570898156542874e+00,5.500008111930058952e-02
5.129510565322050297e+00,3.405698906170446877e-19
5.132814226480752140e+00,4.964374177773914210e-03
5.132825094883833650e+00,5.972343299572517583e-03
5.132943061263990359e+00,6.624377029762843375e-18
5.138589299851124892e+00,1.692805235088696269e-18
5.139507373393691125e+00,3.679583374497313295e-19
5.146244704751857135e+00,4.606857672804209731e-19
5.149253692673819494e+00,4.851447500359445247e-02
5.149916280014756431e+00,4.413987523809050272e-17
5.151169791312131707e+00,2.312579348191157527e-02
5.157311529237667891e+00,1.157785021271961557e-03
5.176780117277041349e+00,9.173952283786578413e-03
5.181243070805407136e+00,3.246064629975036561e-17
5.181853442235380136e+00,8.286625481704096924e-17
5.182415484378791959e+00,3.962891721948914175e-02
5.184823281900815317e+00,1.364989350795312709e-18
5.186285062774333987e+00,3.146158289348423195e-19
5.189327420019802517e+00,1.482118976587620373e-18
5.192096870057950397e+00,4.433864196726845144e-19
5.196870391298348046e+00,2.167494581279475838e-18
5.199023736876749346e+00,5.078771475257742862e-02
5.201814893495378733e+00,1.049999841351946239e-01
5.215246263420755923e+00,7.108841763833887491e-04
5.217111132274004248e+00,3.102829523012995416e-01
5.221340940540881270e+00,4.774000881788083895e-19
5.223230172292241846e+00,1.665502784076598398e-17
5.227185720806876823e+00,1.380199110065857175e-18
5.230836107415181679e+00,1.107588255690003104e-01
5.235831809113875579e+00,1.787499375057407802e-01
5.236435853015732000e+00,1.298448242211222524e-16
5.237326932010123670e+00,8.584086175235983618e-17
5.238881488016589927e+00,4.005645377353892076e-17
5.241555482368635666e+00,1.277145283450652480e-01
5.251859441390117844e+00,3.535601426751878496e-04
5.264753493853063127e+00,3.515850742656917438e-02
5.267833014149495341e+00,2.014476242749792831e-05
5.289602314914517933e+00,5.943086387682575827e-02
5.290718967324706590e+00,2.046718025574590645e-17
5.291709383223761165e+00,5.830624978778659167e-18
5.294532779699830272e+00,1.033899327052980599e-01
5.327223079044143716e+00,4.106837246415189841e-18
5.331011976475053871e+00,3.040420235939859661e-01
5.337720093346042916e+00,1.289210107633476654e-01
5.343651981896885950e+00,1.373587094494377152e-02
5.349068201520355892e+00,8.441553222140996816e-07
5.350823047221368256e+00,1.475474728774914387e-03
5.374390043231686676e+00,2.970405739546408755e-02
5.398454713660913562e+00,4.664970918631177149e-04
5.399375677404041340e+00,1.963889047653481768e-02
5.435404283775376655e+00,5.105476666009260006e-02
5.437852127335230712e+00,2.515744521142872503e-01
5.501420849861298201e+00,1.260386637759387987e-17
5.502950567631865297e+00,2.634674505385102283e-01
5.503464706547574359e+00,2.254913076140172279e-01
5.508684518773228511e+00,1.580160388250153831e-06
5.511032246865089412e+00,2.570781827573056466e-18
5.525656101816594834e+00,1.229826549937626215e-06
5.533789237585067688e+00,2.308034859867835187e-01
5.536515338489251370e+00,2.852701564350654157e-19
5.552242820763271247e+00,1.576374280890470349e-04
5.697685777862626644e+00,3.939330614220249004e-20
5.705567054499788071e+00,8.079922158199733106e-20
5.718386001831878396e+00,9.226643187534484111e-22
5.720875985925292007e+00,4.804982025461448199e-20
5.770121758013560864e+00,8.777153887350269214e-08
5.778382802267032048e+00,2.793729295086981072e-08
5.822239536571552243e+00,2.106280432573867552e-20
5.881469205533209177e+00,1.238640979824649807e-19
5.886533973778862894e+00,1.915225989987930921e-01
5.887132892999031419e+00,1.048313752668132374e-18
5.896741000819914369e+00,8.947793811203853809e-02
5.903090360956326776e+00,2.270029733501388244e-02
5.932340824167376070e+00,3.611920443649891614e-20
5.966256121475798757e+00,6.250372598861599613e-21
5.978500330271926622e+00,5.006760789400914615e-21
5.978798537056557727e+00,1.904434754247558601e-19
5.992489164384092959e+00,1.669720797173594351e-06
