Energy(eV),Osc
5.241025885423834296e+00,1.323855528100028086e-05
5.247734089373605748e+00,4.474408732552041627e-03
5.248579078203706061e+00,7.094121852836642560e-03
5.256217269449089180e+00,2.156882393402675679e-01
5.275524988050155351e+00,3.727432331085686589e-18
5.280477639350246832e+00,1.500141379183621967e-18
5.291857693183680489e+00,4.166636982764605757e-02
5.293313589669232044e+00,1.133347094937842553e-01
5.296980222094711976e+00,4.576257742990255672e-02
5.339667038845569813e+00,2.494712201760772297e-02
5.360199523628433660e+00,1.272946347096386502e-02
5.365815935348474675e+00,2.102465657604318986e-18
5.369769453775258050e+00,1.145717165044494654e-03
5.385386398254309981e+00,7.868626778902366725e-01
5.398656020873216832e+00,1.371879543946053284e-02
5.402962600184805453e+00,1.455377398045888324e-02
5.420418520067516788e+00,2.987823350233063668e-01
5.422720380608429203e+00,3.371281687430601193e-01
5.426016437455782437e+00,1.702368259512837545e-02
5.429521479222080060e+00,1.823436744156786971e-17
5.435282723294760032e+00,1.921894696630638759e-17
5.478248923046987073e+00,3.724096827921381845e-19
5.479901028261712881e+00,2.803536902269305113e-21
5.483363845123427005e+00,1.101843951193325576e-04
5.483673359360301092e+00,4.461204028725526235e-07
5.487374198205481335e+00,7.778667643664441967e-18
5.490019086613640908e+00,3.018799028489281198e-20
5.492826718868943914e+00,1.827347699568763227e-07
5.493392376311946101e+00,1.442665896420280112e-04
5.524845811188209943e+00,2.150451830938125543e-19
5.533964706255441790e+00,2.282781692757675582e-19
5.540229780120035308e+00,1.327763086053907556e-08
5.550152167340844045e+00,5.449889555966362536e-13
5.580169099132949562e+00,5.526566495108924393e-01
5.587990460951633764e+00,5.093474964963565776e-01
5.608342053816706141e+00,2.938774750936748815e-16
